production_compani,Id_production_compani
Bandai Visual Company (JAPAN),1179
Sidekick Entertainment,1180
Levy-Gardner-Laven,1181
Dreamland,1182
Film Bangkok,1183
Ibermedia,1184
Dragon Pictures,1185
Dog Pond Productions,1186
Better Than,1187
Fragile Films,1188
The KL Line,1189
The Independent Film Channel Productions,1190
Zoomo Productions,1191
Lionsgate,1192
1492 Pictures,1193
Numb Gums Production Inc.,1194
Producciones Anhelo,1195
Plitt Theaters,1196
Film Guarantors,1197
Rob Houwer Productions,1198
Umbrella Films,1199
Lynx Films Ltd.,1200
Antares Produzione Cinematografica,1201
Australian Film Commission,1202
Turbine Films Inc.,1203
The Bryna Company,1204
Artanis Productions Inc.,1205
Cinema 77,1206
Adams Apple Film Company,1207
Maxim Productions,1208
1818,1209
Fouad Nahas,1210
GreeneStreet Films,1211
Rene Clair Productions,1212
Thorn EMI Screen Entertainment,1213
Tempean Films,1214
Nickelodeon Movies,1215
Athanor,1216
Alpine Pictures,1217
Steve Krantz Productions,1218
Film Roman,1219
Planet Productions,1220
Associated British-Pathé,1221
Man's Films,1222
Arena Films,1223
Polyc International BV,1224
Casablanca Filmworks,1225
Marimark Productions,1226
Israel Film Fund,1227
The Sam Company,1228
ABS-CBN Film Productions,1229
Arc Light Films,1230
HAL Films,1231
Carlyle Productions,1232
CAPAC,1233
Panitalia,1234
Mondex Films,1235
Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA),1236
Casey Productions,1237
Nancy Enterprises Inc. (I),1238
"Columbia Pictures Corporation, Rastar Pictures",1239
Brut Productions,1240
Centre Street Productions,1241
SKA Films,1242
IFC Films,1243
Glass Eye Pix,1244
Wrather Productions,1245
Movic,1246
Rezo Films,1247
Films Dara,1248
Filmirage,1249
Variety Film Production,1250
Garrett-Klement Pictures,1251
Hope Enterprises,1252
"Diana Productions, Inc.",1253
Sovereign Pictures,1254
Neo Modern,1255
Boyd's Company,1256
Sunn Classic Pictures,1257
Goodmark Productions Inc.,1258
Centar Film,1259
Eurociné,1260
Falcon International Productions,1261
David L. Wolper Productions,1262
Philippe Dussart,1263
Camp Hill,1264
Duty Productions,1265
Ninth Configuration,1266
Stefano Film,1267
American Cinema Productions,1268
Mulberry Square Productions,1269
Fígaro Films,1270
El Pico S.A.,1271
Promises Film Project,1272
Bésame Mucho Pictures,1273
Danger Filmworks,1274
Entertainment,1275
The Running Scared Company,1276
Rastar Films,1277
Endemol Entertainment,1278
Europa Film,1279
Jetfilm,1280
Hofflund/Polone,1281
Les Films Ariane,1282
Daiei Motion Picture Company,1283
Cinerenta Medienbeteiligungs KG,1284
Minerva Film SpA,1285
IFC Productions,1286
Naya Films S.A.,1287
Odeon Film,1288
Agi Orsi Productions,1289
Play Art,1290
Cinema VII,1291
Vision P.D.G.,1292
Frankovich Productions,1293
Associated General Films,1294
Cinema Group 75,1295
D.R. Comunicazioni di massa,1296
Galaworldfilm Productions,1297
Fuller Films,1298
Ealing Studios,1299
FM Productions,1300
Section Eight,1301
Antarctic Pictures,1302
Associated British Picture Corporation,1303
National Cinematografica,1304
Outpost Studios,1305
Igloolik Isuma Productions Inc.,1306
Lion Rock Productions,1307
Portobello Pictures,1308
Turman-Foster Company,1309
MGM Home Entertainment,1310
Knightsbridge Films,1311
Showtime Australia,1312
Fireworks Pictures,1313
Rockwell Eyes,1314
British Film-Makers,1315
City Film,1316
P & L,1317
Valoria Films,1318
Alicia Produce S L,1319
Ministry of Propaganda Films,1320
Tango Film,1321
Universalia Film,1322
Twentieth Century-Fox Productions,1323
Industrie Cinematografiche Italiane,1324
"Kennedy/Marshall Company, The",1325
Rai Cinemafiction,1326
Yongning Creation Workshop,1327
Sara Films,1328
Algonquin,1329
Myung Film Company,1330
Catchlight Films,1331
Crusader Entertainment,1332
ADR Productions,1333
Televicine S.A. de C.V.,1334
AB-PT Pictures Corp.,1335
Milagro Films,1336
Key Entertainment,1337
Films Sonores Tobis,1338
Ruff Nation Films,1339
Mark Films Ltd.,1340
Lobster Enterprises,1341
Sogepaq,1342
John Frankenheimer Productions Inc.,1343
Castle Hill Productions,1344
Blood Relations Co.,1345
Harbor Productions,1346
Zopix Company,1347
Murnau-Flaherty Productions,1348
Society Productions Inc.,1349
I.N.C.A.A.,1350
R%26C Produzioni,1351
Little Bird Films,1352
Roxbury Films,1353
Slough Pond,1354
Studio Ghibli,1355
Big Idea Productions,1356
MediaTrade,1357
Portman Entertainment Group,1358
Shoreline Entertainment,1359
Nelson Entertainment,1360
Black Marble Productions,1361
Demi-Monde Productions,1362
B.R.C. Produzione S.r.l.,1363
Allied Film Makers,1364
Lawrence Bender Productions,1365
Kingsgate Films,1366
Film Council,1367
The Goatsingers,1368
Tag Entertainment,1369
Ministry of Culture of the Russian Federation,1370
CJ Entertainment,1371
Bandai Visual,1372
Chartoff-Winkler Productions,1373
Sandy Howard Productions,1374
Robert Stigwood Organization (RSO),1375
Heritage Enterprises Inc.,1376
Lisa-Film,1377
Bioskop Film,1378
Par-Par Productions,1379
Take 1 Productions,1380
Chosen Film Company,1381
"Zespól Filmowy ""X""",1382
F.O.D. Productions,1383
Jupiter Film Productions,1384
London-Cannon Films,1385
The Legend Lives Company,1386
"Zespol Filmowy ""Perspektywa""",1387
Navaron Films,1388
The Andre Company,1389
Almena Films,1390
Brouwersgracht Investments,1391
Jensen Farley Pictures,1392
Roc-a-fella Films,1393
Holedigger Films,1394
Christiano Film Group,1395
La Sept-Arte,1396
The Associates & Aldrich Company,1397
Murder Inc.,1398
Clear Blue Sky Productions,1399
Flatland Pictures,1400
Instituto Mexicano de Cinematografía,1401
Magnolia Pictures,1402
Argosy Pictures,1403
Ameran Films,1404
Carousel Picture Company,1405
Filmteknik,1406
CED Productions,1407
Orly Films,1408
Graduation,1409
Union film,1410
Cinema Group Ventures,1411
23 Giugno,1412
Mann/Caan Productions,1413
Instituto Nacional de Cine y Artes Audiovisuales (INCAA),1414
CTB Film Company,1415
Maipo Film- og TV Produksjon,1416
Cinemagic Pictures,1417
Centropolis Film Productions,1418
Sorcerer Productions,1419
Diamond Films,1420
Beverly Detroit,1421
CineRocket,1422
"Zespól Filmowy ""Kadr""",1423
Intercapital,1424
Katzka,1425
Flower Films,1426
CBS Theatrical Films,1427
Guerilla High Productions,1428
Sandcastle 5 Productions,1429
P.P. Film Polski,1430
Anit Film,1431
Red Om Films,1432
Tesela P.C.,1433
CineEvelyn,1434
Telecinco,1435
Next Wednesday Productions,1436
Company Pictures,1437
Enigma Productions,1438
Blood Money Partners LP,1439
The Where's Poppa Company,1440
Portreeve,1441
Film Funding Ltd. of Canada,1442
Edward L. Alperson Productions,1443
Terra-Filmkunst GmbH,1444
Dreamz Unlimited,1445
Kemp Company,1446
Cardinal Pictures (II),1447
F.D. Cinematografica,1448
Gemini Films,1449
mr. kirby productions,1450
Les Films Du Fleuve,1451
Apostle,1452
O2 Filmes,1453
Nimbus Film,1454
Orsay Films,1455
Pantera Film,1456
Paris Film,1457
Omega Entertainment,1458
Xenon Pictures,1459
DreamWorks Pictures,1460
Birnbaum / Barber Productions,1461
Quixote Films,1462
A Loopy Production LLC,1463
Charter Film Productions,1464
Highlight,1465
Hallmark Productions,1466
Cinemabrain,1467
Vale Film Productions,1468
Cinegai S.p.A.,1469
AB Svenska Ord,1470
Shakey Pictures,1471
Shelter Films,1472
Topcraft,1473
Z Films Inc.,1474
Lo Wei Motion Picture Company,1475
Hand Made Films,1476
Frank Yablans Presentations,1477
ZDF,1478
Agamemnon Films,1479
RAI Radiotelevisione Italiana,1480
Cinesthesia Productions,1481
Joseph Hamilton International Productions,1482
Arkoff International,1483
Maran Film,1484
The Antria Group (TAG),1485
Sigma Cinematografica Roma,1486
Wescom Productions,1487
Morison Film Group,1488
Richmond Light Horse Productions,1489
Cactus Films,1490
Les Films du Diamant,1491
City Films,1492
Fildebroc,1493
"Mirisch Corporation, The",1494
Mikona Productions GmbH & Co. KG,1495
Gold Circle Films,1496
SBS,1497
Hyde Park Films,1498
Eskwad,1499
MTM Cineteve,1500
Muse Productions,1501
Farabi Cinema Foundation,1502
WDR,1503
High Road,1504
Telmar Film International,1505
Kadokawa Shoten Publishing Co. Ltd.,1506
Brandywine Productions Ltd.,1507
Bodega Films,1508
A.M.A. Film,1509
Les Films Raoul Ploquin,1510
Office Kitano,1511
Winter Gold Productions,1512
Brad Grey Pictures,1513
Yleisradio (YLE),1514
Natural Nylon Entertainment,1515
Karz Entertainment,1516
M&M Productions,1517
Admire Productions Ltd.,1518
Anglo Enterprises,1519
3Mark Entertainment,1520
Buena Vista International,1521
Blitz / Welch,1522
Rhône-Alpes Cinéma,1523
Stolen Car Productions,1524
Embassy Films,1525
Wallis-Hazen,1526
Canadian Broadcasting Corporation (CBC),1527
Mate Producciones S.A.,1528
4 Kids Entertainment,1529
De Line Pictures,1530
Vif Babelsberger Filmproduktion GmbH & Co. Dritte KG,1531
South Pacific Pictures,1532
Batjac Productions,1533
Pittsburgh Films,1534
Filmgroup Productions,1535
Horizon Pictures,1536
P.D.C.,1537
Mimosa Films,1538
Cinecittà,1539
Coleytown,1540
Bewlay Bros.,1541
VUFKU,1542
Spitfire Productions,1543
Linebrook,1544
Rizzoli Film,1545
Hisa-Film,1546
James Productions,1547
Megalovision,1548
Majestic Films,1549
RKO Pictures,1550
UGC Images,1551
First Artists,1552
19 Entertainment,1553
Australian Film Finance Corporation,1554
Three Springs Productions,1555
Etalon film,1556
D.W. Griffith Productions,1557
Galliano Iuso per Digital Film,1558
Milky Way Image Company,1559
Miss Q,1560
Arenafilm,1561
Filmverlag der Autoren,1562
Inspirational Films,1563
Walter Wanger Productions,1564
Barwood Films,1565
MelinaFilm,1566
Kurosawa Production Co.,1567
Marianne Productions,1568
Saticoy Productions,1569
Type A Films,1570
DreamWorks Animation,1571
VideoFilmes,1572
Isle of Man Film Commission,1573
Golden Mean,1574
Fandango,1575
Mystery Clock Cinema,1576
Grosvenor Park Films LLP,1577
Laughlin Park Pictures,1578
Cattleya,1579
Fondo para la Producción Cinematográfica de Calidad (FOPROCINE),1580
Phalanx Productions,1581
Handistom Investment,1582
Benedict Pictures Corp.,1583
City Light Films,1584
GAGA,1585
Gotham Group,1586
Cino del Duca,1587
Brookwood Entertainment,1588
Palisades Partners,1589
Vanguard Films,1590
River One Films,1591
Arco Film,1592
Roxanne Company,1593
Star Overseas,1594
Paul Hough Entertainment,1595
Splendid Pictures,1596
Virgin,1597
Monument Pictures,1598
Winters Hollywood Entertainment Holdings Corporation,1599
Caledonia Pictures,1600
Original Pictures,1601
Shôchiku Eiga,1602
Red Lion,1603
FallsApart Productions,1604
The Archers,1605
Columbia Pictures Film Production Asia,1606
Capital Arts Entertainment,1607
Australian Broadcasting Corporation,1608
Ellepi Films,1609
TPS Cinéma,1610
Spanish Fork Motion Picture,1611
RTV Slovenija,1612
Wonderview Productions,1613
Cracking the Earth Films,1614
Kaleidoscope Entertainment,1615
Alfa Cinematografica,1616
Living Films,1617
Ensueño Films,1618
HMS Projects,1619
Different Tree Same Wood Productions,1620
Hutch Films LLC,1621
Telespan 2000,1622
Homeroom LLC,1623
ContentFilm,1624
Dummy Productions LLC,1625
Epic Pictures Group,1626
Copa del Oro,1627
Dead Films,1628
Fred F. Finklehoffe Productions,1629
Alexander Korda Films,1630
Formosa Productions,1631
MGM,1632
Citizen Films,1633
Lama Films,1634
Timnick Films,1635
ApolloMedia Distribution,1636
Eikon Film,1637
icon,1638
National Lampoon Productions,1639
Les Films d'Ici,1640
Aamir Khan Productions,1641
Anglia Television,1642
DEFA,1643
La Nouvelle Edition Francaise,1644
Studio Trite,1645
Film Horizon,1646
DACFILM Rome,1647
August Entertainment,1648
Paul Schiff Productions,1649
Copperheart Entertainment,1650
Miller Consolidated Pictures (MCP),1651
Simcha Productions,1652
JF Productions,1653
Arachnid Productions Ltd.,1654
"Zespol Filmowy ""Kamera""",1655
Zazen Produções,1656
Jim Henson Pictures,1657
Boll Kino Beteiligungs GmbH & Co. KG,1658
SRO Pictures,1659
Kalkaska Productions,1660
Focus Films,1661
Pathe Productions,1662
Mandalay Pictures,1663
Walt Disney Feature Animation,1664
Staccato Films,1665
Avery Pix,1666
Amex Productions,1667
Mediacorp Raintree Pictures,1668
Cyclops Vision,1669
Bert I. Gordon Productions,1670
Film Polski Film Agency,1671
Aviator Films,1672
Filmacres,1673
RTÉ,1674
Intrinsic Value Films,1675
Studio Hamburg Filmproduktion,1676
Lonely Film Productions GmbH & Co. KG.,1677
North by Northwest Entertainment,1678
This Is That Productions,1679
Aligator Producciones,1680
Fugitive Features,1681
Les Films du Loup,1682
Dancing Girl,1683
Palladium Film,1684
Société générale des films,1685
Decla Film Gesellschaft Holz & Co.,1686
RAF Industries,1687
Lamb Bear Entertainment,1688
Penta Pictures,1689
Mindwalk,1690
Cinevox Filmproduktion GmbH,1691
Compañía Iberoamericana de TV,1692
Nippon Shuppan Hanbai (Nippan) K.K.,1693
Wolfkill,1694
Pathé Consortium Cinéma,1695
Samuel Goldwyn,1696
Famous Artists Productions,1697
Norma Productions,1698
Discina,1699
Epoch Film Co.,1700
Francoriz Production,1701
Playboy Productions,1702
Faces International Films,1703
Gabriel Pascal Productions,1704
Dispat Films,1705
PECF,1706
Beijing New Picture Film Co. Ltd.,1707
Eagle Beach Productions,1708
Reggane Films,1709
Sunshine,1710
Royal Avenue Chelsea,1711
Rizzoli Films,1712
Véra Films,1713
Gainax,1714
Sphinx Productions,1715
Faces Distribution,1716
Albert Band International Productions Inc.,1717
Les Films de la Pléiade,1718
Wild Bear Films,1719
Harbour Pictures,1720
Little Wing Films,1721
Newmarket Films,1722
Fortissimo Films,1723
NBC Film,1724
Hubert Bals Fund,1725
HarBel Productions,1726
George Axelrod Productions,1727
Ascot Film,1728
NFH Productions,1729
Davis Films,1730
Wheel Productions,1731
Gray Film,1732
Euterpe,1733
Cady,1734
Tandem Enterprises Inc.,1735
George A. Hirliman Productions,1736
Cardinal Pictures,1737
White Mountain Films,1738
Remstar Productions,1739
Ponti-De Laurentiis Cinematografica,1740
LQ/JAF,1741
Triangle Film Corporation,1742
Headliner Productions,1743
Darlow Smithson Productions,1744
Shangri-La Entertainment,1745
Peninsula Films,1746
Fragmighty,1747
HK Film Corporation,1748
Baum/Dantine Productions,1749
Universal Film Manufacturing Company,1750
Armor Films Inc.,1751
Svenska Filminstitutet,1752
Union Générale Cinématographique (UGC),1753
Douglas Fairbanks Pictures,1754
Ministero del Turismo e dello Spettacolo,1755
IMCINE,1756
Impala,1757
Elton Corporation,1758
Metro-Goldwyn-Mayer British Studios,1759
Nova International Films,1760
Casey Silver Productions,1761
Weed Road Pictures,1762
De Laurentiis,1763
Continental Films,1764
Eichberg-Film,1765
Fire Island Films,1766
Allied Filmmakers,1767
Anonymous Content,1768
UK Film Council,1769
Mike Zoss Productions,1770
Mosaic Media Group,1771
MDP Filmproduktion,1772
World 2000 Entertainment,1773
Alquimia Cinema,1774
Cobalt Media Group,1775
Les Films du Poisson,1776
3b productions,1777
Prey LLC,1778
Five Star Entertainment,1779
TV-60 Filmproduktion,1780
New Horizon Corporation,1781
Grenadier Films,1782
Electric Pictures,1783
Double Play,1784
Euro International Film (EIA),1785
National Film Board of Canada,1786
Recorded Picture Company (RPC),1787
First Floor Features (co-production),1788
Plan B Entertainment,1789
BR Petrobrás,1790
Smokescreen Inc.,1791
Yorktown Productions,1792
Kinoproduction Oy,1793
Laurel Entertainment Inc.,1794
Zentropa,1795
Jazz Pictures,1796
Dream Entertainment,1797
Kanzaman S.A.,1798
Z-M Productions,1799
Independent,1800
Blue Gardenia Productions,1801
TV Man Union,1802
Sveriges Radio,1803
Film Holland,1804
Fida cinematografica,1805
Hal Wallis Productions,1806
Playfilm Productions,1807
Nikkatsu,1808
Dacia Films,1809
Lunacy Unlimited Productions,1810
Twentieth Century Vixen,1811
Tokyo Broadcasting System (TBS),1812
Greengrass Productions,1813
Babylonian Productions,1814
Tigon British Film Productions,1815
KSS,1816
Film Trust S.A.,1817
TigerTiger Productions,1818
The Noel Gay Motion Picture Company,1819
Partner's Productions,1820
Cinecidi,1821
Carlton America,1822
Rai 2,1823
Navaron Productions,1824
Every Guy Productions,1825
Paramount Network Television Productions,1826
New Legend Media,1827
Wadi Rum Productions,1828
Galatée Films,1829
Paramount Animation,1830
Doubleday Productions,1831
Fur Boat Films,1832
Associated British Picture Corporation (ABPC),1833
Wadleigh-Maurice,1834
Little Shark Entertainment GmbH,1835
Eastern Productions,1836
MCA/Universal Pictures,1837
Stampede Entertainment,1838
